Trial-ID,Status,Iteration,batch_size,dataset,epochs,gpus,lr,max_concurrent,max_layers,model,num_layers,patience,save_type,Objective,acc,loss,val_acc,val_loss
4,INTERMEDIATE,9,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,0.06337969282716545,0.9921333333651224,0.030066105789442858,0.9838,0.06337969282716545
4,INTERMEDIATE,10,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,0.10102644431462106,0.9937166666984558,0.025260078825304906,0.98,0.10102644431462106
4,INTERMEDIATE,11,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,0.18635288558006288,0.9879333333333333,0.06844896284183875,0.9728,0.18635288558006288
4,INTERMEDIATE,12,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,0.290949370552972,0.9824833333015441,0.11170756787235538,0.9682,0.290949370552972
4,INTERMEDIATE,13,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,1.4890558015823365,0.9679999999682108,0.42161932430267335,0.9053,1.4890558015823365
4,INTERMEDIATE,14,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,12.564096437072754,0.5301166666666667,7.569677584330241,0.2205,12.564096437072754
4,INTERMEDIATE,15,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,11.562314474487305,0.2884000000079473,11.468917464192709,0.2826,11.562314474487305
4,INTERMEDIATE,16,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,10.288848368835449,0.3162,11.021157097880046,0.3615,10.288848368835449
4,INTERMEDIATE,17,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,10.749157849121094,0.4786499999841054,8.402600792948405,0.3331,10.749157849121094
4,INTERMEDIATE,18,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,8.647380151367187,0.46878333331743877,8.561629922993978,0.4635,8.647380151367187
4,INTERMEDIATE,19,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.563816328430176,0.5641333333333334,7.025317738596598,0.5926,6.563816328430176
4,INTERMEDIATE,20,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5898999999682109,6.610030934906006,0.5927,6.564900422668457
4,INTERMEDIATE,21,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5898999999682109,6.610030979665121,0.5927,6.564900422668457
4,INTERMEDIATE,22,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5898999999682109,6.610030972544352,0.5927,6.564900422668457
4,INTERMEDIATE,23,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5898999999682109,6.610030991617839,0.5927,6.564900422668457
4,INTERMEDIATE,24,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5899000000317891,6.610030979410808,0.5927,6.564900422668457
4,INTERMEDIATE,25,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5899000000317891,6.610030997467041,0.5927,6.564900422668457
4,INTERMEDIATE,26,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5898999999682109,6.610030971018474,0.5927,6.564900422668457
4,INTERMEDIATE,27,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5899,6.61003092473348,0.5927,6.564900422668457
4,INTERMEDIATE,28,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,6.564900422668457,0.5899,6.610030970001221,0.5927,6.564900422668457
4,COMPLETED,28,256,mnist,100,"0,1,2,3",0.01,12,3,cnn,3,25,json,0.04772883256971836,0.9401166666666667,0.18779684040347736,0.983,0.04772883256971836
6,INTERMEDIATE,1,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09908333333730697,14.465676591491698,0.0958,14.573981471252441
6,INTERMEDIATE,2,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.0986333333293597,14.528313826497396,0.0958,14.573981471252441
6,INTERMEDIATE,3,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333730698,14.528313835144044,0.0958,14.573981471252441
6,INTERMEDIATE,4,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333730698,14.528313765970866,0.0958,14.573981471252441
6,INTERMEDIATE,5,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333730698,14.528313756815592,0.0958,14.573981471252441
6,INTERMEDIATE,6,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333333334,14.528313837178548,0.0958,14.573981471252441
6,INTERMEDIATE,7,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.0986333333293597,14.528313786315918,0.0958,14.573981471252441
6,INTERMEDIATE,8,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333333334,14.528313786315918,0.0958,14.573981471252441
6,INTERMEDIATE,9,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.0986333333293597,14.528313700358073,0.0958,14.573981471252441
6,INTERMEDIATE,10,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333134651,14.528313793945312,0.0958,14.573981471252441
6,INTERMEDIATE,11,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333730698,14.528313770039876,0.0958,14.573981471252441
6,INTERMEDIATE,12,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.0986333333293597,14.528313770039876,0.0958,14.573981471252441
6,INTERMEDIATE,13,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333730698,14.528313793436686,0.0958,14.573981471252441
6,INTERMEDIATE,14,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.0986333333293597,14.528313831075032,0.0958,14.573981471252441
6,INTERMEDIATE,15,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.0986333333293597,14.528313793945312,0.0958,14.573981471252441
6,INTERMEDIATE,16,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333334128062,14.528313812764486,0.0958,14.573981471252441
6,INTERMEDIATE,17,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333730698,14.528313774108886,0.0958,14.573981471252441
6,INTERMEDIATE,18,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333333334,14.528313710530599,0.0958,14.573981471252441
6,INTERMEDIATE,19,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.0986333333293597,14.528313798014324,0.0958,14.573981471252441
6,INTERMEDIATE,20,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333332538604,14.528313838704427,0.0958,14.573981471252441
6,INTERMEDIATE,21,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333333334,14.52831377360026,0.0958,14.573981471252441
6,INTERMEDIATE,22,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333333334,14.528313780212402,0.0958,14.573981471252441
6,INTERMEDIATE,23,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333333334,14.52831373647054,0.0958,14.573981471252441
6,INTERMEDIATE,24,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333333334,14.528313893636067,0.0958,14.573981471252441
6,INTERMEDIATE,25,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333730698,14.528313741556804,0.0958,14.573981471252441
6,INTERMEDIATE,26,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09863333333333334,14.528313750712076,0.0958,14.573981471252441
1,INTERMEDIATE,1,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.057935327854007485,0.9264666666984558,0.25401447524428367,0.9816,0.057935327854007485
1,INTERMEDIATE,2,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04450209704437293,0.9817833333651225,0.05849217121998469,0.9863,0.04450209704437293
1,INTERMEDIATE,3,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04029099792402703,0.9882333333333333,0.03744748150855303,0.9867,0.04029099792402703
1,INTERMEDIATE,4,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.038591253616102036,0.9920333333015442,0.02516973963280519,0.9879,0.038591253616102036
1,INTERMEDIATE,5,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04565482406485826,0.9936000000317892,0.01954638646443685,0.9869,0.04565482406485826
1,INTERMEDIATE,6,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.027690077301475685,0.9951666666666666,0.014985784931480884,0.9913,0.027690077301475685
1,INTERMEDIATE,7,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.03508389484495565,0.9962499999682108,0.011486235519995293,0.9895,0.03508389484495565
1,INTERMEDIATE,8,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.03823687627231557,0.9963666666348775,0.01030300973765552,0.9895,0.03823687627231557
1,INTERMEDIATE,9,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.047733361987472744,0.99785,0.007070381460059434,0.9891,0.047733361987472744
1,INTERMEDIATE,10,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.03945736631527543,0.9972166666666666,0.008898410275826852,0.9887,0.03945736631527543
1,INTERMEDIATE,11,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.03946902607400552,0.9981166666666667,0.0060685537938416625,0.9899,0.03946902607400552
1,INTERMEDIATE,12,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04245104068887631,0.9977166666666667,0.007013107162496696,0.989,0.04245104068887631
1,INTERMEDIATE,13,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.03874848940975562,0.9981,0.006254092814338704,0.9894,0.03874848940975562
1,INTERMEDIATE,14,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.03815121850526198,0.9989,0.0035558982304297387,0.99,0.03815121850526198
1,INTERMEDIATE,15,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.03731717457490036,0.9980499999682109,0.00609781255957981,0.991,0.03731717457490036
1,INTERMEDIATE,16,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.042379843993255055,0.9981,0.005621169831588243,0.99,0.042379843993255055
1,INTERMEDIATE,17,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.03974514179761393,0.9988333333333334,0.004179066040778222,0.9905,0.03974514179761393
1,INTERMEDIATE,18,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.042503415312775565,0.99975,0.0011809894415705155,0.9914,0.042503415312775565
1,INTERMEDIATE,19,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.06015156083342158,0.9991,0.0030391502743441377,0.9885,0.06015156083342158
1,INTERMEDIATE,20,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04582173966616028,0.9971333333333333,0.008389071330288425,0.9893,0.04582173966616028
1,INTERMEDIATE,21,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.036884939584665974,0.99875,0.0037293488040876883,0.9919,0.036884939584665974
1,INTERMEDIATE,22,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04312894876059149,0.9985666666666667,0.005097429853359548,0.9897,0.04312894876059149
1,INTERMEDIATE,23,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.043577154702841674,0.9985833333333334,0.004095604627175877,0.9907,0.043577154702841674
1,INTERMEDIATE,24,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04012243527157991,0.9988166666666667,0.004251963958460449,0.9913,0.04012243527157991
1,INTERMEDIATE,25,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04310580454143278,0.999,0.0031831383477246467,0.9916,0.04310580454143278
1,INTERMEDIATE,26,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.05824868408021289,0.9996166666666667,0.0015969498748871654,0.9904,0.05824868408021289
1,INTERMEDIATE,27,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04720926755531402,0.9989333333333333,0.0033061926725660063,0.9903,0.04720926755531402
1,INTERMEDIATE,28,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.051462938860055894,0.9989666666666667,0.0034708805431146175,0.9901,0.051462938860055894
1,INTERMEDIATE,29,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04373628926371425,0.9990666666666667,0.0030931275709997863,0.99,0.04373628926371425
1,INTERMEDIATE,30,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04309363092830936,0.9990833333333333,0.002758367957851927,0.9913,0.04309363092830936
1,INTERMEDIATE,31,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.0438341755511123,0.9991833333333333,0.003603076072972423,0.9906,0.0438341755511123
1,INTERMEDIATE,32,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04625913750047912,0.9988,0.003975393978344801,0.9898,0.04625913750047912
1,INTERMEDIATE,33,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.0513448826039825,0.9990833333333333,0.0032211273121957977,0.9905,0.0513448826039825
1,INTERMEDIATE,34,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04418888901676005,0.9996333333333334,0.001671823336547944,0.9909,0.04418888901676005
1,INTERMEDIATE,35,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.050568057684674955,0.9999666666666667,0.0004370344242950523,0.9911,0.050568057684674955
1,INTERMEDIATE,36,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04923184779333865,0.9997666666666667,0.0011413198543449349,0.9909,0.04923184779333865
1,INTERMEDIATE,37,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.048026592160472864,0.9990666666666667,0.00400045277094614,0.9909,0.048026592160472864
1,INTERMEDIATE,38,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04863356516035385,0.9988833333015442,0.00406878502512894,0.9908,0.04863356516035385
1,INTERMEDIATE,39,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04906423202041917,0.99905,0.0035894786218190955,0.9898,0.04906423202041917
1,INTERMEDIATE,40,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.051744583187907485,0.9994833333333333,0.0017372731457595365,0.9902,0.051744583187907485
1,INTERMEDIATE,41,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.05635306677955271,0.9997666666666667,0.000995872194518597,0.9905,0.05635306677955271
1,INTERMEDIATE,42,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.06204013837650591,0.99925,0.0028996917656550067,0.989,0.06204013837650591
1,INTERMEDIATE,43,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.056377134026837306,0.9984999999682108,0.005701782825239934,0.9889,0.056377134026837306
1,INTERMEDIATE,44,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.044056239027069434,0.9994,0.0022260866615198514,0.9912,0.044056239027069434
1,INTERMEDIATE,45,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04263594661502902,0.99965,0.0014314772705902822,0.9905,0.04263594661502902
1,INTERMEDIATE,46,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.04586589597819593,0.9998666666666667,0.0007027698923581435,0.9915,0.04586589597819593
6,COMPLETED,26,256,mnist,100,"0,1,2,3",0.1,12,3,fcn,2,25,json,14.573981471252441,0.09908333333730697,14.465676591491698,0.0958,14.573981471252441
1,COMPLETED,46,256,mnist,100,"0,1,2,3",0.001,12,3,cnn,3,25,json,0.027690077301475685,0.9951666666666666,0.014985784931480884,0.9913,0.027690077301475685
2,INTERMEDIATE,1,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.12367005611807108,0.9225000000317891,0.24869248810609182,0.9613,0.12367005611807108
2,INTERMEDIATE,2,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.10106024915575981,0.96915,0.10169469856421152,0.9721,0.10106024915575981
2,INTERMEDIATE,3,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.08411391086094082,0.9760166666348775,0.08224477597077688,0.9751,0.08411391086094082
2,INTERMEDIATE,4,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.09624341143751516,0.9787500000317891,0.07312026883661747,0.975,0.09624341143751516
2,INTERMEDIATE,5,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.11852040398016106,0.9819666666348775,0.06585454763968786,0.9708,0.11852040398016106
2,INTERMEDIATE,6,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.10224654214978218,0.9825333333015442,0.0642587045709292,0.9761,0.10224654214978218
2,INTERMEDIATE,7,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.10838462575748563,0.98295,0.06416369385719299,0.9756,0.10838462575748563
2,INTERMEDIATE,8,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.13957597287967805,0.9844833333015441,0.061118363366524375,0.9736,0.13957597287967805
2,INTERMEDIATE,9,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.15464536983979887,0.9839499999682109,0.06783570193548998,0.9729,0.15464536983979887
2,INTERMEDIATE,10,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.1086527319515415,0.9847166666666667,0.06570839817126592,0.9781,0.1086527319515415
2,INTERMEDIATE,11,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.13433099788054825,0.9887833333333333,0.044062106893708305,0.9787,0.13433099788054825
2,INTERMEDIATE,12,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.14844988320376723,0.9873833333015442,0.05684685065379987,0.9763,0.14844988320376723
2,INTERMEDIATE,13,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.14357616863996153,0.9869000000317891,0.06173016592413187,0.9782,0.14357616863996153
2,INTERMEDIATE,14,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.20233788476215997,0.9868833333333333,0.07220223375757535,0.9757,0.20233788476215997
2,INTERMEDIATE,15,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.21696936372079362,0.9849666666984558,0.09429596597328782,0.9731,0.21696936372079362
2,INTERMEDIATE,16,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.1991862348221854,0.9873833333015442,0.08432919379162292,0.9758,0.1991862348221854
2,INTERMEDIATE,17,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.28269649771061667,0.9861499999682108,0.10482215130397429,0.9695,0.28269649771061667
2,INTERMEDIATE,18,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.2150631730340043,0.9870999999682109,0.0996038160372215,0.9766,0.2150631730340043
2,INTERMEDIATE,19,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.2888533659663055,0.9878500000317891,0.10159877936740716,0.9742,0.2888533659663055
2,INTERMEDIATE,20,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.3655355205237869,0.9840333333015442,0.17302635470720706,0.9706,0.3655355205237869
2,INTERMEDIATE,21,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.4999382757186893,0.9764666666984558,0.3101624985483786,0.9656,0.4999382757186893
2,INTERMEDIATE,22,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.5935268863558771,0.9693666666666667,0.44298677972157796,0.9616,0.5935268863558771
2,INTERMEDIATE,23,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.5011917225837711,0.9727833333015442,0.4101196015577763,0.9672,0.5011917225837711
2,INTERMEDIATE,24,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.5153784746170048,0.9678,0.4987562372207643,0.9672,0.5153784746170048
2,INTERMEDIATE,25,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.6696498937606812,0.9644500000317892,0.5559516108910243,0.9576,0.6696498937606812
2,INTERMEDIATE,26,256,mnist,100,"0,1,2,3",0.01,12,3,fcn,2,25,json,0.7218337533950806,0.95785,0.663106406990687,0.9545,0.7218337533950806
